activity_id,mr_id,team,zone,customer_id,customer_status,activity_type,locality,date,start_time,end_time,duration_min,Latitude,Longitude,visit_count,referrals_count,activity_status
ACT_0000854,MR_N1_1,TEAM_N2,SOUTH,CONT_AHD_076,Peripheral Supporter,Site Visit,Chandlodiya,08-12-2025,10:57,11:14,17,23.0889,72.5712,11,1,Missed
ACT_0000855,MR_N1_1,TEAM_E1,NORTH,CONT_AHD_REAL_258,Key Influencer,Follow-up,Ognaj,08-12-2025,11:21,11:41,20,23.01,72.56,1,29,Complete
ACT_0000856,MR_N1_1,TEAM_W2,EAST,CONT_AHD_REAL_218,Key Influencer,Negotiation,Navrangpura,08-12-2025,11:54,12:25,31,22.998,72.604,21,28,Complete
ACT_0000857,MR_N1_1,TEAM_W2,EAST,CONT_AHD_REAL_228,Key Influencer,Follow-up,Navrangpura,08-12-2025,12:32,12:52,20,22.986,72.612,3,39,Complete
ACT_0000858,MR_N1_1,TEAM_E1,SOUTH,CONT_AHD_REAL_234,Peripheral Supporter,Negotiation,Vadaj,08-12-2025,13:04,13:33,29,22.9905,72.6005,30,1,Complete
ACT_0000859,MR_N1_1,TEAM_W2,EAST,CONT_AHD_050,Silent Referrer,Negotiation,Ghatlodiya,09-12-2025,09:00,09:30,30,23.03651,72.56324,18,3,Complete
ACT_0000860,MR_N1_1,TEAM_S1,NORTH,CONT_AHD_011,Peripheral Supporter,Proposal Submission,Sola,09-12-2025,09:45,10:18,33,23.07023,72.51691,7,1,Complete
ACT_0000861,MR_N1_1,TEAM_N2,SOUTH,CONT_AHD_REAL_229,Growth Catalyst,Follow-up,Chandlodiya,09-12-2025,10:30,10:55,25,22.984,72.611,1,15,Complete
ACT_0000862,MR_N1_1,TEAM_E1,SOUTH,CONT_AHD_043,Silent Referrer,Meeting,Maninagar,09-12-2025,11:00,11:33,33,23.0765,72.5121,11,2,Complete
ACT_0000863,MR_N1_1,TEAM_E1,NORTH,CONT_AHD_REAL_258,Key Influencer,Product Demo,Ognaj,09-12-2025,11:46,12:07,21,23.01,72.56,1,29,Complete
ACT_0000864,MR_N1_1,TEAM_S1,WEST,CONT_AHD_036,Silent Referrer,Email,Maninagar,09-12-2025,12:12,12:36,24,23.09033,72.54512,4,2,Complete
ACT_0000865,MR_N1_1,TEAM_S1,WEST,CONT_AHD_045,Silent Referrer,Negotiation,Chandlodiya,09-12-2025,12:47,13:04,17,23.084,72.5455,13,3,Complete
ACT_0000866,MR_N1_1,TEAM_N2,SOUTH,CONT_AHD_REAL_244,Silent Referrer,Site Visit,Vastral,09-12-2025,13:13,13:52,39,23.022,72.652,3,1,Complete
ACT_0000867,MR_N1_1,TEAM_W1,WEST,CONT_AHD_REAL_231,Peripheral Supporter,Negotiation,Navrangpura,10-12-2025,09:00,09:38,38,22.98,72.601,4,0,Complete
ACT_0000868,MR_N1_1,TEAM_N2,WEST,CONT_AHD_REAL_221,Silent Referrer,Phone Call,Ghatlodiya,10-12-2025,09:51,10:23,32,22.996,72.605,1,2,Complete
ACT_0000869,MR_N1_1,TEAM_W2,EAST,CONT_AHD_REAL_238,Growth Catalyst,Contract Review,Ranip,10-12-2025,10:34,10:57,23,23.035,72.645,21,21,Missed
ACT_0000870,MR_N1_1,TEAM_W2,WEST,CONT_AHD_034,Silent Referrer,Presentation,Ranip,10-12-2025,11:11,11:49,38,23.08309,72.54358,26,2,Missed
ACT_0000871,MR_N1_1,TEAM_S1,SOUTH,CONT_AHD_008,Growth Catalyst,Product Demo,Ognaj,10-12-2025,11:56,12:16,20,23.06853,72.53657,6,22,Complete
ACT_0000872,MR_N1_1,TEAM_E1,NORTH,CONT_AHD_046,Silent Referrer,Product Demo,Bopal,10-12-2025,12:29,13:06,37,23.0855,72.5472,4,1,Complete
ACT_0000873,MR_N1_1,TEAM_S1,NORTH,CONT_AHD_REAL_202,Silent Referrer,Presentation,Thaltej,10-12-2025,13:19,13:43,24,23.068,72.665,3,2,Complete
ACT_0000874,MR_N1_1,TEAM_W2,WEST,CONT_AHD_037,Key Influencer,Negotiation,Vastral,11-12-2025,09:00,09:28,28,23.09345,72.54688,5,29,Complete
ACT_0000875,MR_N1_1,TEAM_W2,NORTH,CONT_AHD_REAL_221,Key Influencer,Presentation,Gota,11-12-2025,09:40,10:07,27,22.996,72.605,5,26,Complete
ACT_0000876,MR_N1_1,TEAM_W2,NORTH,CONT_AHD_037,Peripheral Supporter,Negotiation,Vaishnodevi,11-12-2025,10:16,10:38,22,23.09345,72.54688,33,0,Complete
ACT_0000877,MR_N1_1,TEAM_S1,WEST,CONT_AHD_019,Silent Referrer,Proposal Submission,Navrangpura,11-12-2025,10:52,11:25,33,23.13574,72.5416,24,2,Complete
ACT_0000878,MR_N1_1,TEAM_W1,WEST,CONT_AHD_019,Growth Catalyst,Phone Call,Vadaj,11-12-2025,11:38,11:58,20,23.13574,72.5416,21,17,Complete
ACT_0000879,MR_N1_1,TEAM_W2,EAST,CONT_AHD_REAL_270,Key Influencer,Follow-up,Isanpur,11-12-2025,12:03,12:18,15,23.08,72.52,5,33,Complete
ACT_0000880,MR_N1_1,TEAM_W2,EAST,CONT_AHD_REAL_237,Silent Referrer,Site Visit,Naranpura,11-12-2025,12:25,12:42,17,23.03,72.66,31,2,Complete
ACT_0000881,MR_N1_1,TEAM_E1,NORTH,CONT_AHD_REAL_260,Growth Catalyst,Phone Call,Ghatlodiya,11-12-2025,12:51,13:25,34,23.005,72.55,11,17,Complete
ACT_0000882,MR_N1_1,TEAM_N2,WEST,CONT_AHD_REAL_221,Key Influencer,Proposal Submission,Chandlodiya,11-12-2025,13:38,14:09,31,22.996,72.605,15,36,Complete
ACT_0000883,MR_N1_1,TEAM_E1,SOUTH,CONT_AHD_REAL_231,Silent Referrer,Phone Call,Naroda,11-12-2025,14:21,14:39,18,22.98,72.601,2,2,Complete
ACT_0000884,MR_N1_1,TEAM_W2,WEST,CONT_AHD_034,Silent Referrer,Follow-up,Ranip,12-12-2025,09:00,09:35,35,23.08309,72.54358,26,2,Complete
ACT_0000885,MR_N1_1,TEAM_W2,WEST,CONT_AHD_041,Silent Referrer,Negotiation,Commerce Six Road,12-12-2025,09:50,10:06,16,23.0721,72.5412,18,2,Complete
ACT_0000886,MR_N1_1,TEAM_W2,WEST,CONT_AHD_REAL_258,Key Influencer,Meeting,Naroda,12-12-2025,10:18,10:49,31,23.01,72.56,2,34,Complete
ACT_0000887,MR_N1_1,TEAM_S1,WEST,CONT_AHD_REAL_218,Peripheral Supporter,Follow-up,Vadaj,12-12-2025,11:01,11:24,23,22.998,72.604,12,0,Complete
ACT_0000888,MR_N1_1,TEAM_W2,NORTH,CONT_AHD_017,Peripheral Supporter,Meeting,Vaishnodevi,12-12-2025,11:36,12:13,37,23.13251,72.53989,31,1,Complete
ACT_0000889,MR_N1_1,TEAM_W2,EAST,CONT_AHD_067,Silent Referrer,Site Visit,Ghatlodiya,12-12-2025,12:28,13:03,35,23.03512,72.5589,16,3,Complete
ACT_0000890,MR_N1_1,TEAM_N2,SOUTH,CONT_AHD_017,Silent Referrer,Presentation,Ranip,12-12-2025,13:17,13:52,35,23.13251,72.53989,31,2,Complete
ACT_0000891,MR_N1_1,TEAM_W1,WEST,CONT_AHD_REAL_233,Silent Referrer,Meeting,Ranip,12-12-2025,14:03,14:25,22,22.9985,72.6055,27,3,Complete
ACT_0000892,MR_N1_1,TEAM_W1,WEST,CONT_AHD_020,Key Influencer,Meeting,Ghatlodiya,12-12-2025,14:35,14:56,21,23.13587,72.54998,10,31,Missed
ACT_0000893,MR_N1_1,TEAM_N1,WEST,CONT_AHD_034,Key Influencer,Follow-up,Gota,12-12-2025,15:07,15:35,28,23.08309,72.54358,18,26,Complete
ACT_0000894,MR_N1_1,TEAM_W2,EAST,CONT_AHD_REAL_263,Growth Catalyst,Phone Call,Ranip,15-12-2025,09:00,09:39,39,23.06,72.51,3,16,Complete
ACT_0000895,MR_N1_1,TEAM_S1,NORTH,CONT_AHD_018,Peripheral Supporter,Presentation,Vaishnodevi,15-12-2025,09:46,10:13,27,23.13584,72.54998,18,0,Complete
ACT_0000896,MR_N1_1,TEAM_N1,WEST,CONT_AHD_REAL_257,Key Influencer,Product Demo,Ghatlodiya,15-12-2025,10:25,10:53,28,23.02,72.44,5,27,Complete
ACT_0000897,MR_N1_1,TEAM_W1,NORTH,CONT_AHD_027,Silent Referrer,Presentation,Navrangpura,15-12-2025,11:01,11:30,29,23.11224,72.52373,19,2,Complete
ACT_0000898,MR_N1_1,TEAM_W2,EAST,CONT_AHD_REAL_218,Peripheral Supporter,Contract Review,Commerce Six Road,15-12-2025,11:37,12:15,38,22.998,72.604,2,0,Missed
ACT_0000899,MR_N1_1,TEAM_W2,EAST,CONT_AHD_REAL_264,Silent Referrer,Follow-up,Vastral,15-12-2025,12:26,12:49,23,23.1,72.53,10,3,Complete
ACT_0000900,MR_N1_1,TEAM_S1,SOUTH,CONT_AHD_057,Growth Catalyst,Email,Gota,15-12-2025,13:02,13:29,27,23.0598,72.5592,11,20,Complete
ACT_0000901,MR_N1_1,TEAM_S1,NORTH,CONT_AHD_011,Peripheral Supporter,Meeting,Sola,15-12-2025,13:42,14:19,37,23.07023,72.51691,7,1,Complete
ACT_0000902,MR_N1_1,TEAM_E1,SOUTH,CONT_AHD_REAL_224,Key Influencer,Contract Review,Ghatlodiya,16-12-2025,09:00,09:29,29,22.99,72.598,21,31,Complete
ACT_0000903,MR_N1_1,TEAM_S1,SOUTH,CONT_AHD_078,Growth Catalyst,Proposal Submission,Bopal,16-12-2025,09:42,10:06,24,23.0765,72.5698,5,18,Complete
ACT_0000904,MR_N1_1,TEAM_E1,SOUTH,CONT_AHD_REAL_215,Growth Catalyst,Negotiation,Chandlodiya,16-12-2025,10:19,10:58,39,23.065,72.67,13,15,Complete
ACT_0000905,MR_N1_1,TEAM_S1,NORTH,CONT_AHD_REAL_247,Key Influencer,Negotiation,Vastral,16-12-2025,11:10,11:39,29,23.039,72.631,2,34,Complete
ACT_0000906,MR_N1_1,TEAM_E1,NORTH,CONT_AHD_067,Peripheral Supporter,Negotiation,Science City,16-12-2025,11:46,12:04,18,23.03512,72.5589,20,1,Missed
ACT_0000907,MR_N1_1,TEAM_W1,NORTH,CONT_AHD_028,Key Influencer,Phone Call,Ognaj,16-12-2025,12:15,12:41,26,23.11018,72.52445,16,33,Complete
ACT_0000908,MR_N1_1,TEAM_E1,SOUTH,CONT_AHD_REAL_238,Peripheral Supporter,Presentation,Sola,16-12-2025,12:56,13:17,21,23.035,72.645,2,1,Complete
ACT_0000909,MR_N1_1,TEAM_W2,EAST,CONT_AHD_REAL_200,Growth Catalyst,Presentation,Naranpura,16-12-2025,13:25,13:46,21,23.07,72.663,1,15,Complete
ACT_0000910,MR_N1_1,TEAM_W2,NORTH,CONT_AHD_REAL_204,Growth Catalyst,Phone Call,Vadaj,16-12-2025,13:53,14:29,36,23.062,72.658,7,21,Complete
ACT_0000911,MR_N1_1,TEAM_N2,WEST,CONT_AHD_079,Key Influencer,Site Visit,Chandlodiya,16-12-2025,14:36,15:12,36,23.0412,72.5634,6,40,Complete
ACT_0000912,MR_N1_1,TEAM_W2,EAST,CONT_AHD_REAL_242,Growth Catalyst,Proposal Submission,Bapunagar,17-12-2025,09:00,09:31,31,23.002,72.646,4,17,Complete
ACT_0000913,MR_N1_1,TEAM_W2,NORTH,CONT_AHD_037,Peripheral Supporter,Proposal Submission,Vaishnodevi,17-12-2025,09:41,09:59,18,23.09345,72.54688,33,0,Complete
ACT_0000914,MR_N1_1,TEAM_S1,WEST,CONT_AHD_045,Silent Referrer,Contract Review,Chandlodiya,17-12-2025,10:04,10:19,15,23.084,72.5455,13,3,Complete
ACT_0000915,MR_N1_1,TEAM_W2,EAST,CONT_AHD_048,Key Influencer,Site Visit,Gota,17-12-2025,10:34,11:04,30,23.1115,72.5221,27,39,Complete
ACT_0000916,MR_N1_1,TEAM_W2,WEST,CONT_AHD_063,Key Influencer,Phone Call,Vastral,17-12-2025,11:18,11:44,26,23.0385,72.5608,5,37,Complete
ACT_0000917,MR_N1_1,TEAM_S1,SOUTH,CONT_AHD_048,Growth Catalyst,Email,Gota,17-12-2025,11:56,12:23,27,23.1115,72.5221,11,20,Complete
ACT_0000918,MR_N1_1,TEAM_W1,WEST,CONT_AHD_077,Silent Referrer,Follow-up,Vastral,17-12-2025,12:31,13:08,37,23.0823,72.5734,3,1,Missed
ACT_0000919,MR_N1_1,TEAM_N2,WEST,CONT_AHD_063,Growth Catalyst,Proposal Submission,Gota,17-12-2025,13:21,13:52,31,23.0385,72.5608,6,20,Complete
ACT_0000920,MR_N1_1,TEAM_N2,SOUTH,CONT_AHD_REAL_255,Peripheral Supporter,Negotiation,Ellisbridge,18-12-2025,09:00,09:31,31,23.07,72.52,3,1,Complete
ACT_0000921,MR_N1_1,TEAM_W2,WEST,CONT_AHD_063,Key Influencer,Negotiation,Vastral,18-12-2025,09:44,10:23,39,23.0385,72.5608,5,37,Missed
ACT_0000922,MR_N1_1,TEAM_E1,NORTH,CONT_AHD_REAL_242,Silent Referrer,Contract Review,Vadaj,18-12-2025,10:30,10:48,18,23.002,72.646,7,1,Complete
ACT_0000923,MR_N1_1,TEAM_W2,EAST,CONT_AHD_REAL_218,Key Influencer,Product Demo,Navrangpura,18-12-2025,11:00,11:35,35,22.998,72.604,21,28,Missed
ACT_0000924,MR_N1_1,TEAM_W2,EAST,CONT_AHD_030,Growth Catalyst,Product Demo,Commerce Six Road,18-12-2025,11:50,12:29,39,23.10997,72.52037,8,25,Complete
ACT_0000925,MR_N1_1,TEAM_W2,EAST,CONT_AHD_REAL_237,Silent Referrer,Phone Call,Naranpura,18-12-2025,12:44,13:07,23,23.03,72.66,31,2,Complete
ACT_0000926,MR_N1_1,TEAM_W2,NORTH,CONT_AHD_017,Peripheral Supporter,Proposal Submission,Vaishnodevi,18-12-2025,13:16,13:32,16,23.13251,72.53989,31,1,Complete
ACT_0000927,MR_N1_1,TEAM_W2,WEST,CONT_AHD_009,Silent Referrer,Product Demo,Ghatlodiya,18-12-2025,13:47,14:14,27,23.05889,72.53824,18,1,Complete
ACT_0000928,MR_N1_1,TEAM_W2,NORTH,CONT_AHD_020,Peripheral Supporter,Product Demo,Vaishnodevi,18-12-2025,14:24,14:55,31,23.13587,72.54998,37,0,Complete
ACT_0000929,MR_N1_1,TEAM_W2,WEST,CONT_AHD_REAL_270,Growth Catalyst,Presentation,Gota,18-12-2025,15:02,15:31,29,23.08,72.52,8,15,Complete
ACT_0000930,MR_N1_1,TEAM_W1,NORTH,CONT_AHD_033,Key Influencer,Follow-up,Chandlodiya,19-12-2025,09:00,09:36,36,23.08295,72.54673,30,31,Complete
ACT_0000931,MR_N1_1,TEAM_W2,WEST,CONT_AHD_063,Key Influencer,Negotiation,Vastral,19-12-2025,09:44,10:11,27,23.0385,72.5608,5,37,Complete
ACT_0000932,MR_N1_1,TEAM_W2,WEST,CONT_AHD_033,Key Influencer,Phone Call,Navrangpura,19-12-2025,10:22,11:01,39,23.08295,72.54673,16,26,Complete
ACT_0000933,MR_N1_1,TEAM_W2,WEST,CONT_AHD_REAL_270,Growth Catalyst,Product Demo,Gota,19-12-2025,11:16,11:53,37,23.08,72.52,8,15,Missed
ACT_0000934,MR_N1_1,TEAM_E1,NORTH,CONT_AHD_068,Peripheral Supporter,Phone Call,Vaishnodevi,19-12-2025,12:08,12:25,17,23.03345,72.55988,26,1,Complete
ACT_0000935,MR_N1_1,TEAM_W2,EAST,CONT_AHD_REAL_242,Growth Catalyst,Proposal Submission,Bapunagar,19-12-2025,12:37,13:10,33,23.002,72.646,4,17,Complete
ACT_0000936,MR_N1_1,TEAM_W2,EAST,CONT_AHD_040,Growth Catalyst,Presentation,Vadaj,19-12-2025,13:15,13:48,33,23.06788,72.53812,3,15,Complete
ACT_0000937,MR_N1_1,TEAM_N2,WEST,CONT_AHD_REAL_221,Silent Referrer,Presentation,Ghatlodiya,19-12-2025,13:59,14:37,38,22.996,72.605,1,2,Complete
ACT_0000938,MR_N1_1,TEAM_W1,WEST,CONT_AHD_078,Peripheral Supporter,Contract Review,Science City,19-12-2025,14:42,15:17,35,23.0765,72.5698,3,1,Missed
ACT_0000939,MR_N1_1,TEAM_N1,WEST,CONT_AHD_REAL_203,Growth Catalyst,Site Visit,Ranip,19-12-2025,15:30,16:10,40,23.065,72.66,19,23,Complete
ACT_0000940,MR_N1_1,TEAM_W2,WEST,CONT_AHD_016,Silent Referrer,Negotiation,Ranip,22-12-2025,09:00,09:36,36,23.13557,72.54177,18,2,Complete
ACT_0000941,MR_N1_1,TEAM_W2,EAST,CONT_AHD_076,Key Influencer,Phone Call,Chandlodiya,22-12-2025,09:43,09:59,16,23.0889,72.5712,14,27,Complete
ACT_0000942,MR_N1_1,TEAM_N2,SOUTH,CONT_AHD_019,Key Influencer,Meeting,Naroda,22-12-2025,10:08,10:39,31,23.13574,72.5416,6,32,Complete
ACT_0000943,MR_N1_1,TEAM_W2,EAST,CONT_AHD_067,Silent Referrer,Negotiation,Ghatlodiya,22-12-2025,10:47,11:16,29,23.03512,72.5589,16,3,Complete
ACT_0000944,MR_N1_1,TEAM_W1,WEST,CONT_AHD_REAL_231,Peripheral Supporter,Product Demo,Vadaj,22-12-2025,11:22,11:50,28,22.98,72.601,10,1,Complete
ACT_0000945,MR_N1_1,TEAM_S1,NORTH,CONT_AHD_REAL_202,Silent Referrer,Meeting,Thaltej,22-12-2025,11:58,12:34,36,23.068,72.665,3,2,Complete
ACT_0000946,MR_N1_1,TEAM_N1,WEST,CONT_AHD_REAL_257,Key Influencer,Phone Call,Ghatlodiya,22-12-2025,12:43,13:06,23,23.02,72.44,5,27,Complete
ACT_0000947,MR_N1_1,TEAM_S1,NORTH,CONT_AHD_052,Growth Catalyst,Product Demo,Vadaj,22-12-2025,13:12,13:30,18,23.03215,72.55289,4,21,Complete
ACT_0000948,MR_N1_1,TEAM_E1,SOUTH,CONT_AHD_REAL_234,Peripheral Supporter,Email,Vadaj,22-12-2025,13:45,14:25,40,22.9905,72.6005,30,1,Missed
ACT_0000949,MR_N1_1,TEAM_W2,WEST,CONT_AHD_024,Peripheral Supporter,Site Visit,Naroda,22-12-2025,14:40,15:03,23,23.08264,72.54443,7,1,Missed
ACT_0000950,MR_N1_1,TEAM_W2,WEST,CONT_AHD_037,Key Influencer,Meeting,Vastral,23-12-2025,09:00,09:32,32,23.09345,72.54688,5,29,Complete
ACT_0000951,MR_N1_1,TEAM_W1,NORTH,CONT_AHD_REAL_213,Growth Catalyst,Meeting,Naranpura,23-12-2025,09:38,10:11,33,23.05,72.63,2,25,Complete
ACT_0000952,MR_N1_1,TEAM_N2,WEST,CONT_AHD_REAL_263,Key Influencer,Proposal Submission,Chandlodiya,23-12-2025,10:19,10:41,22,23.06,72.51,15,36,Complete
ACT_0000953,MR_N1_1,TEAM_N1,WEST,CONT_AHD_REAL_237,Growth Catalyst,Product Demo,Naranpura,23-12-2025,10:56,11:17,21,23.03,72.66,9,24,Complete
ACT_0000954,MR_N1_1,TEAM_S1,WEST,CONT_AHD_REAL_235,Growth Catalyst,Email,Commerce Six Road,23-12-2025,11:28,11:56,28,22.96,72.62,24,24,Missed
ACT_0000955,MR_N1_1,TEAM_E1,SOUTH,CONT_AHD_REAL_203,Peripheral Supporter,Proposal Submission,Vaishnodevi,23-12-2025,12:03,12:32,29,23.065,72.66,27,0,Complete
ACT_0000956,MR_N1_1,TEAM_W1,NORTH,CONT_AHD_REAL_238,Peripheral Supporter,Contract Review,Science City,23-12-2025,12:46,13:09,23,23.035,72.645,26,1,Complete
ACT_0000957,MR_N1_1,TEAM_S1,WEST,CONT_AHD_056,Growth Catalyst,Site Visit,Gota,23-12-2025,13:21,13:47,26,23.06345,72.56789,6,20,Complete
ACT_0000958,MR_N1_1,TEAM_S1,WEST,CONT_AHD_076,Key Influencer,Follow-up,Chandlodiya,23-12-2025,13:52,14:24,32,23.0889,72.5712,10,39,Complete
ACT_0000959,MR_N1_1,TEAM_W2,NORTH,CONT_AHD_020,Peripheral Supporter,Follow-up,Vaishnodevi,24-12-2025,09:00,09:26,26,23.13587,72.54998,37,0,Complete
ACT_0000960,MR_N1_1,TEAM_W2,WEST,CONT_AHD_034,Silent Referrer,Product Demo,Ranip,24-12-2025,09:38,10:18,40,23.08309,72.54358,26,2,Complete
ACT_0000961,MR_N1_1,TEAM_S1,SOUTH,CONT_AHD_041,Key Influencer,Proposal Submission,Ognaj,24-12-2025,10:26,11:00,34,23.0721,72.5412,2,27,Complete
ACT_0000962,MR_N1_1,TEAM_N2,SOUTH,CONT_AHD_REAL_255,Peripheral Supporter,Contract Review,Ellisbridge,24-12-2025,11:07,11:36,29,23.07,72.52,3,1,Complete
ACT_0000963,MR_N1_1,TEAM_E1,NORTH,CONT_AHD_067,Peripheral Supporter,Site Visit,Science City,24-12-2025,11:44,11:59,15,23.03512,72.5589,20,1,Complete
ACT_0000964,MR_N1_1,TEAM_W1,NORTH,CONT_AHD_REAL_255,Peripheral Supporter,Site Visit,Sola,24-12-2025,12:10,12:33,23,23.07,72.52,5,0,Complete
ACT_0000965,MR_N1_1,TEAM_S1,WEST,CONT_AHD_035,Silent Referrer,Proposal Submission,Navrangpura,24-12-2025,12:39,12:56,17,23.08505,72.55166,24,2,Complete
ACT_0000966,MR_N1_1,TEAM_W2,WEST,CONT_AHD_041,Silent Referrer,Negotiation,Commerce Six Road,24-12-2025,13:11,13:39,28,23.0721,72.5412,18,2,Complete
ACT_0000967,MR_N1_1,TEAM_E1,NORTH,CONT_AHD_027,Peripheral Supporter,Follow-up,Isanpur,24-12-2025,13:53,14:21,28,23.11224,72.52373,3,1,Complete
ACT_0000968,MR_N1_1,TEAM_S1,SOUTH,CONT_AHD_078,Growth Catalyst,Proposal Submission,Bopal,25-12-2025,09:00,09:21,21,23.0765,72.5698,5,18,Complete
ACT_0000969,MR_N1_1,TEAM_S1,SOUTH,CONT_AHD_024,Growth Catalyst,Site Visit,Gota,25-12-2025,09:31,10:01,30,23.08264,72.54443,21,21,Complete
ACT_0000970,MR_N1_1,TEAM_E1,NORTH,CONT_AHD_REAL_201,Silent Referrer,Phone Call,Thaltej,25-12-2025,10:09,10:42,33,23.0705,72.6635,7,2,Complete
ACT_0000971,MR_N1_1,TEAM_W2,EAST,CONT_AHD_029,Peripheral Supporter,Phone Call,Chandlodiya,25-12-2025,10:51,11:22,31,23.11259,72.51556,18,1,Complete
ACT_0000972,MR_N1_1,TEAM_E1,SOUTH,CONT_AHD_REAL_214,Peripheral Supporter,Meeting,Chandlodiya,25-12-2025,11:27,11:59,32,23.06,72.65,9,1,Missed
ACT_0000973,MR_N1_1,TEAM_S1,NORTH,CONT_AHD_043,Silent Referrer,Product Demo,Ghatlodiya,25-12-2025,12:06,12:27,21,23.0765,72.5121,23,2,Complete
ACT_0000974,MR_N1_1,TEAM_E1,SOUTH,CONT_AHD_070,Peripheral Supporter,Negotiation,Vaishnodevi,25-12-2025,12:39,13:14,35,23.0521,72.5534,11,0,Complete
ACT_0000975,MR_N1_1,TEAM_W2,WEST,CONT_AHD_031,Silent Referrer,Presentation,Ranip,25-12-2025,13:28,14:05,37,23.13985,72.52455,12,1,Complete
ACT_0000976,MR_N1_1,TEAM_W2,EAST,CONT_AHD_REAL_264,Silent Referrer,Negotiation,Vastral,26-12-2025,09:00,09:17,17,23.1,72.53,10,3,Complete
ACT_0000977,MR_N1_1,TEAM_S1,SOUTH,CONT_AHD_REAL_217,Key Influencer,Product Demo,Ognaj,26-12-2025,09:25,10:02,37,23.065,72.66,2,27,Complete
ACT_0000978,MR_N1_1,TEAM_W2,EAST,CONT_AHD_071,Silent Referrer,Negotiation,Ghatlodiya,26-12-2025,10:10,10:31,21,23.0505,72.5518,9,1,Complete
ACT_0000979,MR_N1_1,TEAM_E1,NORTH,CONT_AHD_REAL_230,Key Influencer,Email,Chandlodiya,26-12-2025,10:45,11:05,20,22.981,72.602,12,27,Complete
ACT_0000980,MR_N1_1,TEAM_W2,EAST,CONT_AHD_063,Silent Referrer,Phone Call,Vadaj,26-12-2025,11:10,11:25,15,23.0385,72.5608,2,2,Complete
ACT_0000981,MR_N1_1,TEAM_W2,WEST,CONT_AHD_REAL_233,Silent Referrer,Product Demo,Chandlodiya,26-12-2025,11:34,11:53,19,22.9985,72.6055,22,1,Complete
ACT_0000982,MR_N1_1,TEAM_W2,WEST,CONT_AHD_067,Peripheral Supporter,Phone Call,Vasna,26-12-2025,11:58,12:33,35,23.03512,72.5589,3,0,Complete
ACT_0000983,MR_N1_1,TEAM_S1,WEST,CONT_AHD_043,Key Influencer,Email,Chandlodiya,26-12-2025,12:44,13:00,16,23.0765,72.5121,1,30,Complete
ACT_0000984,MR_N1_1,TEAM_W2,WEST,CONT_AHD_077,Key Influencer,Meeting,Navrangpura,29-12-2025,09:00,09:26,26,23.0823,72.5734,25,35,Complete
ACT_0000985,MR_N1_1,TEAM_N1,WEST,CONT_AHD_056,Key Influencer,Product Demo,Ranip,29-12-2025,09:34,10:00,26,23.06345,72.56789,31,31,Complete
ACT_0000986,MR_N1_1,TEAM_W2,EAST,CONT_AHD_057,Key Influencer,Contract Review,Commerce Six Road,29-12-2025,10:11,10:48,37,23.0598,72.5592,2,39,Complete
ACT_0000987,MR_N1_1,TEAM_W2,NORTH,CONT_AHD_017,Peripheral Supporter,Phone Call,Vaishnodevi,29-12-2025,11:00,11:35,35,23.13251,72.53989,31,1,Complete
ACT_0000988,MR_N1_1,TEAM_S1,NORTH,CONT_AHD_066,Silent Referrer,Presentation,Maninagar,29-12-2025,11:41,12:05,24,23.03688,72.56122,9,2,Complete
ACT_0000989,MR_N1_1,TEAM_S1,SOUTH,CONT_AHD_057,Growth Catalyst,Contract Review,Gota,29-12-2025,12:19,12:50,31,23.0598,72.5592,11,20,Complete
ACT_0000990,MR_N1_1,TEAM_N2,WEST,CONT_AHD_REAL_257,Key Influencer,Follow-up,Navrangpura,29-12-2025,13:04,13:43,39,23.02,72.44,10,29,Complete
ACT_0000991,MR_N1_1,TEAM_W2,EAST,CONT_AHD_REAL_214,Peripheral Supporter,Meeting,Vadaj,29-12-2025,13:50,14:14,24,23.06,72.65,20,1,Complete
ACT_0000992,MR_N1_1,TEAM_E1,NORTH,CONT_AHD_067,Peripheral Supporter,Proposal Submission,Science City,30-12-2025,09:00,09:31,31,23.03512,72.5589,20,1,Complete
ACT_0000993,MR_N1_1,TEAM_W2,WEST,CONT_AHD_016,Silent Referrer,Contract Review,Ranip,30-12-2025,09:41,10:08,27,23.13557,72.54177,18,2,Complete
ACT_0000994,MR_N1_1,TEAM_S1,SOUTH,CONT_AHD_031,Growth Catalyst,Product Demo,Ognaj,30-12-2025,10:21,10:40,19,23.13985,72.52455,18,18,Complete
ACT_0000995,MR_N1_1,TEAM_N2,SOUTH,CONT_AHD_REAL_255,Peripheral Supporter,Phone Call,Ellisbridge,30-12-2025,10:50,11:23,33,23.07,72.52,3,1,Complete
ACT_0000996,MR_N1_1,TEAM_S1,NORTH,CONT_AHD_043,Silent Referrer,Proposal Submission,Ghatlodiya,30-12-2025,11:38,12:08,30,23.0765,72.5121,23,2,Complete
ACT_0000997,MR_N1_1,TEAM_W1,WEST,CONT_AHD_030,Growth Catalyst,Follow-up,Naranpura,30-12-2025,12:13,12:49,36,23.10997,72.52037,7,15,Missed
ACT_0000998,MR_N1_1,TEAM_W1,NORTH,CONT_AHD_052,Peripheral Supporter,Proposal Submission,Vaishnodevi,30-12-2025,13:02,13:23,21,23.03215,72.55289,12,0,Complete
